Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,1.75%,9.13%,31.14%,18.94%,9.16%,24.95%,17.28%,-6.72%,208.54%,1.80%,2.61%,2.29M,0.43,148.53,-0.51%,"983,113"
AAA,-0.38%,6.68%,-24.30%,-17.40%,-5.95%,59.53%,57.52%,10.45%,-,4.01%,3.67%,5.73M,0.51,49.98,0.79%,"2,924,266"
AAAA,-0.08%,-0.02%,0.08%,-0.06%,-0.18%,-0.02%,0.75%,-0.21%,-,0.16%,0.29%,22.27K,0.03,24.95,0.00%,753
AAAAA,0.22%,2.65%,2.21%,11.42%,13.26%,19.57%,-,-,-,0.21%,0.44%,6.05K,0.44,30.97,-0.12%,"2,664"
AAAAC,0.10%,0.17%,0.20%,0.07%,0.20%,-,-,-,-,0.00%,0.00%,76.48K,0.00,20.09,0.05%,49
AAAAD,0.05%,-0.86%,-,-,-0.69%,-,-,-,-,0.01%,0.01%,0.25K,0.05,49.58,-0.16%,12
AAAAP,0.16%,0.46%,-,-,0.98%,-,-,-,-,0.09%,0.04%,78.35K,0.08,25.36,0.06%,"6,014"
AAAAU,0.82%,10.05%,-5.93%,-10.97%,1.43%,30.97%,128.30%,143.98%,-,1.07%,1.09%,1.54M,0.46,43.16,0.63%,"709,777"
AAAC-U,-0.88%,0.10%,-,-,0.30%,-,-,-,-,0.20%,0.35%,565.32K,0.00,10.10,0.00%,24
AAACB,0.28%,0.19%,1.53%,2.22%,2.82%,4.54%,-,-,-,0.23%,0.38%,43.77K,1.57,10.59,0.14%,"68,556"
AAACG,11.60%,-0.09%,-19.32%,9.09%,21.47%,-53.28%,-25.55%,-64.58%,118.54%,14.35%,9.06%,222.87K,0.70,0.96,-13.51%,"156,648"
AAACI,0.10%,0.30%,0.65%,-,0.50%,-,-,-,-,0.10%,0.13%,40.44K,0.00,10.00,-0.15%,70
AAACO,0.20%,-0.20%,0.20%,-,0.10%,-,-,-,-,0.04%,0.07%,28.18K,0.18,9.96,0.00%,"5,000"
AAACP,0.30%,0.50%,-,-,0.80%,-,-,-,-,0.08%,0.10%,194.96K,0.00,10.03,0.00%,179
AAADR,0.67%,3.27%,-2.72%,-9.69%,-1.56%,3.26%,65.22%,23.06%,107.74%,1.22%,0.91%,2.76K,1.02,84.91,-0.11%,"2,801"
AAADX,-16.81%,4.37%,-,-,-13.64%,-,-,-,-,8.03%,7.98%,1.69M,0.69,17.92,-4.68%,"1,158,322"
AAAEQ,0.23%,3.40%,3.68%,14.25%,12.20%,-,-,-,-,0.23%,0.22%,0.70K,0.17,55.35,-0.20%,121
AAAL,-6.96%,-4.94%,16.77%,5.55%,-3.26%,15.68%,-6.61%,-25.25%,-57.53%,3.38%,3.76%,108.41M,0.43,14.83,-1.53%,"46,400,805"
AAALG,-14.11%,-13.29%,23.19%,-8.55%,-25.98%,-6.51%,-,-,-,5.93%,6.18%,33.69K,0.69,13.12,-3.21%,"23,308"
AAAME,-5.23%,-9.38%,-36.12%,-44.66%,-48.76%,-49.65%,-26.40%,-62.34%,-64.29%,5.66%,4.68%,13.89K,2.53,1.45,2.11%,"35,101"
AAAMI,2.96%,11.10%,29.89%,76.85%,96.83%,96.25%,363.94%,246.09%,586.28%,2.58%,3.73%,492.05K,0.55,92.51,-0.70%,"272,683"
AAAOG,19.73%,83.67%,-69.32%,-,-65.14%,-,-,-,-,25.50%,25.69%,1.60M,2.69,5.40,31.07%,"4,310,540"
AAAOI,10.80%,49.92%,-26.18%,241.62%,331.10%,615.28%,912.67%,2034.66%,972.66%,12.60%,12.49%,11.94M,1.57,150.28,15.53%,"18,774,955"
AAAON,-7.41%,-22.44%,-37.29%,-13.59%,15.15%,5.64%,36.85%,90.95%,383.84%,7.55%,6.27%,1.09M,0.78,87.80,0.15%,"856,442"
AAAOX,19.43%,82.85%,-69.10%,-,-5.53%,-,-,-,-,25.66%,26.13%,7.26M,1.85,24.10,29.85%,"13,452,621"
AAAOZ,-26.03%,-77.88%,-,-,-68.56%,-,-,-,-,30.36%,29.48%,1.64M,5.22,8.07,-31.03%,"8,539,037"
