Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,-0.74%,4.43%,24.63%,3.62%,1.94%,17.50%,10.04%,-9.48%,188.32%,2.13%,2.76%,2.42M,0.81,138.71,-1.13%,"1,955,112"
AAA,-0.66%,-13.75%,-28.00%,-25.06%,-15.37%,49.30%,29.37%,12.00%,-,3.19%,4.29%,5.49M,0.65,44.97,4.87%,"3,588,212"
AAAA,0.02%,0.40%,0.18%,-0.02%,0.00%,-0.10%,0.91%,-0.09%,-,0.47%,0.34%,10.93K,0.64,25.00,-0.08%,"6,943"
AAAAA,0.05%,-1.86%,3.45%,6.45%,9.28%,17.50%,-,-,-,0.66%,0.51%,6.44K,0.45,29.88,1.39%,"2,900"
AAAAC,0.05%,-0.07%,0.05%,-0.47%,0.10%,-,-,-,-,0.00%,0.04%,77.72K,0.00,20.08,0.00%,15
AAAAD,0.25%,-0.80%,-,-,-0.19%,-,-,-,-,0.02%,0.01%,0.21K,0.65,49.84,-0.10%,134
AAAAP,0.16%,0.64%,-,-,0.86%,-,-,-,-,0.00%,0.02%,89.20K,0.00,25.33,0.04%,31
AAAAU,1.48%,2.40%,-9.61%,-23.62%,-4.77%,25.49%,108.70%,124.36%,-,1.31%,1.25%,1.52M,0.89,40.52,1.66%,"1,357,997"
AAAC-U,1.09%,1.49%,-,-,1.29%,-,-,-,-,0.77%,-,746.75K,0.03,10.20,0.99%,"22,590"
AAACB,-0.19%,0.38%,1.45%,1.45%,2.23%,3.85%,-,-,-,0.36%,0.37%,35.98K,0.01,10.53,0.00%,477
AAACG,3.30%,-10.99%,-25.46%,-19.93%,16.01%,-46.07%,-33.08%,-70.52%,125.77%,10.60%,6.39%,15.01K,0.26,0.92,1.87%,"3,953"
AAACI,0.15%,-0.05%,0.76%,-,0.35%,-,-,-,-,0.08%,0.13%,36.79K,0.00,9.98,0.05%,26
AAACO,0.30%,0.51%,0.51%,-,0.00%,-,-,-,-,0.02%,0.06%,23.27K,0.00,9.95,0.00%,9
AAACP,0.19%,0.59%,-,-,0.59%,-,-,-,-,0.05%,0.13%,185.90K,0.00,10.01,-0.01%,11
AAADR,0.50%,1.41%,0.79%,-14.23%,-3.46%,6.60%,57.58%,24.39%,105.14%,0.50%,0.89%,2.25K,0.70,83.27,3.27%,"1,577"
AAADX,-9.11%,-23.79%,-,-,-16.34%,-,-,-,-,9.10%,8.63%,1.85M,0.61,17.36,0.29%,"1,125,852"
AAAEQ,0.61%,-0.51%,4.13%,6.10%,7.28%,-,-,-,-,0.25%,0.14%,0.55K,0.20,52.92,1.76%,112
AAAL,13.83%,-14.61%,36.43%,14.81%,0.65%,34.06%,-8.10%,-24.29%,-56.54%,4.60%,4.24%,109.74M,0.43,15.43,3.98%,"47,448,282"
AAALG,27.39%,-29.77%,69.62%,7.72%,-18.54%,24.72%,-,-,-,8.40%,7.34%,37.63K,0.62,14.43,7.75%,"23,277"
AAAME,0.65%,-7.19%,-37.50%,-44.24%,-45.23%,-31.45%,-15.30%,-62.10%,-63.27%,3.88%,3.23%,12.71K,0.28,1.55,-0.64%,"3,534"
AAAMI,4.64%,17.38%,29.00%,51.84%,78.62%,111.78%,289.38%,235.93%,499.64%,4.52%,3.83%,489.09K,1.05,83.95,3.86%,"512,262"
AAAOG,-40.62%,-69.97%,-,-,-86.31%,-,-,-,-,27.46%,24.31%,1.13M,2.04,2.12,35.03%,"2,310,643"
AAAOI,-19.56%,-39.18%,-41.04%,99.23%,158.49%,290.76%,1242.92%,1065.72%,661.06%,12.41%,11.26%,11.79M,0.93,90.11,17.76%,"10,949,179"
AAAON,-18.66%,-30.96%,1.30%,-3.98%,14.87%,8.48%,27.53%,111.40%,396.17%,6.31%,6.13%,1.17M,1.27,87.59,3.20%,"1,488,118"
AAAOX,-40.44%,-69.95%,-81.04%,-,-62.76%,-,-,-,-,27.77%,24.84%,5.99M,1.45,9.50,35.52%,"8,666,007"
AAAOZ,25.86%,-,-,-,29.49%,-,-,-,-,23.34%,-,142.00K,2.12,33.24,-34.58%,"301,290"
AAAP,5.19%,-9.69%,0.77%,13.31%,42.98%,0.64%,-23.21%,-73.50%,-66.92%,5.14%,5.10%,1.98M,0.65,56.19,-3.83%,"1,295,322"
AAAPB,7.38%,31.06%,46.73%,57.74%,38.98%,123.97%,57.45%,-,-,4.39%,4.07%,71.86K,2.78,44.56,-2.55%,"199,471"
AAAPD,-3.68%,-13.46%,-20.00%,-24.61%,-20.06%,-39.36%,-47.52%,-,-,2.26%,2.36%,8.74M,1.96,10.48,1.45%,"17,131,387"
AAAPE,7.37%,-,-,-,13.32%,-,-,-,-,1.92%,-,8.14K,1.58,16.87,-2.86%,"12,855"
AAAPG,-6.49%,2.90%,-19.62%,-28.58%,-31.14%,-51.81%,-,-,-,2.92%,3.09%,11.49K,0.23,18.07,-1.31%,"2,619"
AAAPL,3.66%,15.23%,23.41%,30.02%,22.65%,59.50%,70.27%,128.60%,1179.84%,2.30%,2.39%,55.89M,1.34,333.43,-1.41%,"74,817,792"
AAAPR,0.33%,0.05%,0.91%,3.34%,3.86%,7.45%,-,-,-,0.21%,0.18%,15.41K,0.04,29.51,0.26%,590
AAAPU,7.36%,31.43%,45.68%,54.94%,36.48%,115.55%,86.05%,-,-,4.53%,4.75%,2.05M,1.58,45.83,-2.78%,"3,241,909"
AAAPW,3.80%,15.94%,19.19%,17.14%,6.49%,23.87%,-,-,-,2.49%,2.63%,17.06K,1.22,43.06,-1.50%,"20,878"
AAAPX,7.35%,30.53%,44.09%,54.43%,35.63%,112.44%,-,-,-,4.04%,4.34%,66.28K,1.60,41.34,-2.55%,"106,177"
AAAPY,3.31%,13.90%,20.30%,21.16%,12.30%,28.90%,-,-,-,1.36%,1.41%,5.56K,0.93,27.95,-2.24%,"5,151"
AAARD,0.16%,11.11%,22.84%,-51.70%,-51.24%,-49.57%,-,-,-,12.41%,15.52%,270.12K,0.56,6.40,20.30%,"152,451"
AAAT,-0.87%,-2.67%,17.51%,35.30%,26.94%,26.41%,7.28%,-34.93%,-47.62%,2.13%,2.07%,415.69K,1.31,24.03,1.31%,"546,599"
AAAUA,0.65%,-0.44%,5.45%,-,14.39%,-,-,-,-,0.01%,0.08%,3.29K,0.01,56.67,1.67%,33
AAAUB,-0.26%,-,-,-,-0.25%,-,-,-,-,0.97%,-,6.98K,1.19,49.36,2.58%,"8,340"
AAAUC,-15.93%,-24.98%,-41.16%,-43.67%,-22.03%,40.58%,-,-,-,4.88%,4.29%,701.64K,1.32,17.84,4.76%,"927,958"
AAAUS,0.80%,-0.63%,4.20%,5.96%,7.74%,17.75%,-,-,-,0.59%,0.35%,8.49K,3.05,59.37,1.57%,"25,887"
AAAVM,1.25%,0.02%,2.39%,5.38%,14.22%,25.95%,44.42%,21.94%,-,0.58%,0.42%,1.95K,0.80,33.72,2.13%,"1,559"
AAAXJ,-2.15%,-7.95%,2.14%,6.97%,17.96%,30.27%,55.85%,25.72%,91.50%,2.20%,1.80%,663.53K,0.68,109.84,3.97%,"449,137"
AAB,-1.16%,4.26%,-6.64%,-13.74%,-4.57%,-11.28%,12.85%,-23.93%,53.26%,1.76%,1.68%,310.11K,0.84,36.72,-1.05%,"259,681"
AABAT,-10.53%,-27.92%,-33.77%,-55.46%,-38.92%,-8.93%,-78.91%,-91.34%,-88.28%,7.23%,6.19%,6.06M,0.63,2.04,-0.49%,"3,817,623"
AABBV,0.19%,2.29%,26.25%,17.72%,12.66%,35.97%,70.64%,121.33%,288.66%,1.96%,2.32%,6.83M,0.94,257.41,-2.24%,"6,406,639"
AABCB,-1.78%,-2.98%,3.85%,9.90%,17.91%,27.60%,106.19%,80.15%,164.08%,2.38%,2.16%,508.67K,0.61,87.57,-0.30%,"312,157"
AABCL,0.35%,-27.52%,48.95%,45.90%,66.37%,24.51%,-26.01%,-62.49%,-,7.06%,8.34%,7.66M,0.57,5.69,5.57%,"4,340,217"
AABCS,3.86%,5.78%,11.73%,14.69%,16.58%,22.05%,-,-,-,0.51%,0.42%,1.94K,1.68,35.47,-0.68%,"3,252"
AABEO,1.41%,4.69%,21.16%,33.95%,22.77%,-4.85%,83.29%,-78.79%,-90.38%,4.60%,5.62%,1.26M,0.55,6.47,3.85%,"689,784"
AABEQ,2.07%,3.31%,2.62%,2.21%,7.20%,12.36%,34.27%,39.11%,-,0.61%,0.57%,12.94K,0.71,38.43,-0.35%,"9,196"
AABEV,0.97%,-0.64%,9.47%,10.25%,26.32%,35.65%,7.18%,9.06%,-34.85%,2.64%,2.16%,26.53M,2.26,3.12,0.65%,"59,901,945"
AABFL,-2.22%,-5.30%,5.56%,10.54%,13.93%,15.66%,51.32%,62.09%,-,1.26%,1.01%,15.26K,0.54,81.31,1.93%,"8,277"
AABG,4.95%,15.94%,15.77%,-4.41%,0.26%,5.02%,5.98%,13.47%,283.45%,5.13%,3.99%,272.94K,0.88,233.14,-6.09%,"240,637"
