Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,10.55%,11.68%,27.55%,52.98%,27.02%,38.96%,55.14%,0.26%,270.82%,3.89%,3.05%,2.25M,1.36,172.84,4.55%,"3,053,449"
AAA,-9.13%,-16.77%,-19.59%,-27.29%,-19.68%,36.66%,50.55%,-11.98%,-,3.73%,3.47%,5.24M,0.88,42.68,-3.04%,"4,592,243"
AAAA,0.30%,0.36%,0.10%,0.50%,0.20%,-0.20%,0.72%,0.15%,-,0.24%,0.31%,22.26K,0.07,25.05,0.18%,"1,492"
AAAAA,0.60%,0.20%,2.10%,14.31%,12.52%,15.83%,-,-,-,0.39%,0.34%,6.21K,0.72,30.76,-0.00%,"4,482"
AAAAC,0.07%,-0.00%,0.27%,0.47%,0.32%,-,-,-,-,0.01%,0.00%,75.30K,0.00,20.12,-0.00%,10
AAAAD,-1.11%,-2.79%,-3.92%,-,-3.13%,-,-,-,-,0.13%,0.03%,0.16K,1.93,48.37,-0.40%,317
AAAAP,0.16%,0.28%,1.60%,-,1.41%,-,-,-,-,0.18%,0.16%,33.73K,0.17,25.48,0.08%,"5,575"
AAAAU,-1.56%,-8.37%,6.22%,-5.70%,-0.94%,14.44%,120.91%,142.52%,-,1.12%,1.36%,1.36M,1.20,42.15,-0.19%,"1,639,586"
AAAC,-0.10%,-,-,-,0.70%,-,-,-,-,0.34%,-,55.94K,0.08,10.07,-0.10%,"4,511"
AAACG,-2.02%,-13.96%,-14.89%,-18.26%,4.47%,-54.89%,-27.58%,-65.60%,70.70%,12.15%,8.03%,223.47K,0.01,0.83,0.07%,"2,753"
AAACI,0.00%,0.00%,1.01%,-,1.01%,-,-,-,-,0.11%,0.11%,46.67K,0.54,10.05,0.00%,"25,180"
AAACO,0.15%,0.25%,1.06%,-,0.55%,-,-,-,-,0.02%,0.06%,23.86K,0.00,10.01,0.05%,10
