Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,5.86%,1.76%,19.33%,2.10%,1.34%,14.74%,8.87%,-8.04%,191.77%,3.54%,2.84%,2.42M,0.76,137.89,-0.49%,"1,830,517"
AAA,1.38%,-16.96%,-33.22%,-29.14%,-17.05%,42.93%,29.99%,15.18%,-,3.41%,4.48%,5.41M,0.82,44.08,-0.36%,"4,419,967"
AAAA,0.22%,-0.18%,0.18%,-0.26%,-0.08%,-0.16%,0.95%,-0.15%,-,0.35%,0.34%,11.08K,0.46,24.98,-0.24%,"5,137"
AAAAA,-0.19%,-0.85%,2.76%,7.53%,9.26%,17.00%,-,-,-,0.48%,0.50%,5.32K,8.64,29.87,0.16%,"45,924"
AAAAC,0.05%,0.05%,0.10%,-0.35%,0.10%,-,-,-,-,0.01%,0.04%,77.71K,0.00,20.08,0.00%,12
AAAAD,-0.18%,-0.89%,-,-,-0.08%,-,-,-,-,0.01%,0.01%,0.22K,0.05,49.89,0.21%,10
AAAAP,0.16%,1.00%,-,-,0.82%,-,-,-,-,0.02%,0.03%,101.36K,0.00,25.33,0.04%,123
AAAAU,1.90%,1.46%,-13.46%,-18.05%,-5.38%,22.15%,108.98%,124.67%,-,0.84%,1.19%,1.52M,0.44,40.26,0.75%,"663,018"
AAAC-U,0.60%,-,-,-,0.20%,-,-,-,-,0.20%,-,824.49K,0.00,10.09,0.00%,180
AAACB,0.10%,0.19%,1.25%,1.45%,2.04%,3.65%,-,-,-,0.49%,0.33%,32.15K,0.23,10.51,0.00%,"7,241"
AAACG,-3.16%,-5.15%,-28.68%,-17.12%,16.41%,-8.65%,-31.85%,-70.13%,124.78%,7.47%,6.24%,15.41K,0.25,0.92,3.71%,"3,859"
AAACI,0.20%,0.40%,0.60%,-,0.40%,-,-,-,-,0.18%,0.13%,24.36K,3.68,9.99,0.10%,"89,756"
AAACO,-0.60%,0.20%,0.71%,-,-0.30%,-,-,-,-,0.00%,0.06%,20.97K,0.00,9.92,-0.20%,56
AAACP,0.17%,0.37%,-,-,0.48%,-,-,-,-,0.08%,0.12%,192.98K,0.00,10.00,0.07%,9
AAADR,1.51%,1.53%,-1.67%,-12.51%,-4.18%,4.27%,59.96%,26.02%,101.79%,0.23%,0.92%,2.41K,0.22,82.65,0.08%,521
AAADX,10.86%,-0.37%,-,-,-9.98%,-,-,-,-,8.95%,8.87%,1.88M,0.98,18.68,3.72%,"1,847,195"
AAAEQ,-0.46%,1.20%,3.20%,6.78%,6.75%,-,-,-,-,0.04%,0.15%,0.54K,0.47,52.66,0.09%,255
AAAL,-1.25%,-14.91%,23.55%,1.91%,-2.48%,30.00%,-9.78%,-30.34%,-58.70%,4.86%,4.11%,107.98M,0.87,14.95,3.28%,"93,953,943"
AAALG,-3.95%,-29.68%,38.47%,-14.64%,-23.22%,17.43%,-,-,-,8.13%,6.96%,38.01K,0.83,13.61,6.62%,"31,536"
AAAME,-1.27%,-7.74%,-39.69%,-42.80%,-45.23%,-31.72%,-17.11%,-62.01%,-60.86%,2.77%,3.04%,12.82K,0.28,1.55,-1.27%,"3,578"
AAAMI,0.85%,18.75%,22.23%,50.12%,76.28%,107.54%,283.74%,241.37%,488.42%,2.95%,3.53%,479.57K,0.72,82.85,2.44%,"346,126"
AAAOG,-14.01%,-57.75%,-,-,-82.79%,-,-,-,-,20.91%,23.22%,1.08M,1.21,2.67,-5.19%,"1,304,855"
AAAOI,-5.05%,-29.39%,-39.68%,173.85%,180.61%,260.56%,1480.29%,1256.73%,667.82%,10.26%,10.87%,11.74M,0.57,97.82,-2.33%,"6,662,393"
AAAON,-2.75%,-24.19%,1.44%,6.94%,32.49%,21.17%,51.50%,153.10%,470.73%,4.61%,5.86%,1.15M,0.64,101.02,-1.61%,"739,300"
AAAOX,-14.21%,-57.75%,-79.50%,-,-53.39%,-,-,-,-,21.64%,23.79%,5.81M,0.72,11.89,-4.88%,"4,193,459"
AAAOZ,-2.18%,-,-,-,31.16%,-,-,-,-,22.00%,-,127.82K,1.15,33.67,5.58%,"146,555"
AAAP,10.93%,-2.48%,-0.77%,23.43%,46.90%,-1.62%,-20.53%,-73.19%,-64.95%,5.15%,5.12%,1.96M,0.99,57.73,3.46%,"1,945,455"
AAAPB,6.14%,49.00%,49.18%,72.00%,41.99%,118.51%,64.20%,-,-,3.67%,4.41%,73.40K,0.95,45.53,2.43%,"69,519"
AAAPD,-3.22%,-18.75%,-20.67%,-28.01%,-20.98%,-38.63%,-48.76%,-,-,2.15%,2.60%,8.37M,1.57,10.36,-1.24%,"13,110,004"
AAAPE,6.18%,-,-,-,15.76%,-,-,-,-,1.39%,-,8.33K,1.57,17.24,2.49%,"13,038"
AAAPG,2.83%,10.79%,-21.13%,-28.66%,-28.01%,-50.03%,-,-,-,2.35%,3.24%,11.50K,0.18,18.89,3.28%,"2,016"
AAAPL,3.16%,22.45%,24.29%,35.83%,23.93%,57.52%,74.37%,129.55%,1209.02%,2.18%,2.62%,55.15M,0.90,336.91,1.17%,"49,604,297"
AAAPR,-0.14%,0.31%,0.41%,3.24%,3.66%,7.15%,-,-,-,0.17%,0.18%,15.51K,0.07,29.45,0.07%,"1,153"
AAAPU,6.03%,47.54%,47.77%,68.83%,39.37%,110.06%,93.81%,-,-,4.34%,5.20%,2.08M,0.75,46.80,2.38%,"1,554,323"
AAAPW,3.03%,22.83%,19.11%,22.34%,7.77%,19.86%,-,-,-,2.96%,2.78%,16.34K,0.88,43.58,0.65%,"14,434"
AAAPX,6.28%,46.83%,47.24%,68.29%,38.64%,106.84%,-,-,-,3.83%,4.75%,67.90K,0.48,42.26,2.44%,"32,257"
