Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
A,0.15%,0.68%,14.26%,-9.49%,-1.82%,10.13%,14.18%,-10.96%,193.73%,2.82%,2.78%,2.34M,1.01,133.59,3.50%,"2,372,632"
AA,2.61%,-33.66%,-32.11%,-23.35%,-8.32%,59.32%,42.92%,30.13%,-,4.59%,4.94%,5.25M,0.96,48.72,0.43%,"5,041,494"
AAA,-0.02%,0.14%,0.34%,0.00%,0.00%,0.16%,1.69%,-0.01%,-,0.49%,0.39%,11.70K,0.18,25.00,-0.04%,"2,106"
AAAA,0.30%,0.97%,9.23%,9.37%,10.93%,-,-,-,-,0.63%,0.62%,4.56K,0.56,30.33,0.68%,"2,571"
AAAC,0.07%,0.00%,0.15%,-0.25%,-0.15%,-,-,-,-,0.01%,0.00%,0.07K,0.14,20.02,-0.02%,10
AAAD,-0.26%,0.44%,-,-,0.12%,-,-,-,-,0.01%,0.04%,0.21K,9.77,49.99,0.15%,"2,010"
AAAP,0.08%,-,-,-,0.30%,-,-,-,-,0.04%,-,162.86K,0.00,25.19,0.00%,13
AAAU,2.06%,-4.74%,-12.86%,-8.34%,-4.49%,24.09%,113.05%,125.97%,-,1.26%,1.69%,1.62M,0.40,40.64,0.99%,"645,217"
AAC-U,0.10%,-,-,-,0.00%,-,-,-,-,0.27%,-,2.29M,0.16,10.07,0.10%,"367,561"
AACB,0.10%,0.10%,1.45%,2.04%,2.04%,3.85%,-,-,-,0.16%,0.23%,31.15K,0.01,10.51,0.00%,195
AACG,-9.89%,-9.00%,-4.95%,20.75%,21.47%,12.94%,-30.43%,-64.84%,112.23%,5.27%,7.65%,18.72K,0.07,0.96,-0.15%,"1,268"
AACI,-0.20%,0.30%,1.11%,-,0.30%,-,-,-,-,0.28%,0.14%,34.33K,0.14,9.98,0.00%,"4,930"
