Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,11.31%,5.19%,32.04%,49.31%,22.92%,32.40%,50.13%,-3.00%,258.39%,2.90%,2.82%,2.21M,1.71,167.26,3.29%,"3,782,903"
AAA,-3.89%,-13.77%,-18.83%,-20.27%,-15.86%,37.02%,57.71%,-6.76%,-,3.74%,3.76%,5.32M,0.81,44.71,0.16%,"4,333,964"
AAAA,0.16%,0.28%,0.08%,0.38%,0.08%,-0.16%,0.60%,0.03%,-,0.37%,0.35%,25.45K,0.06,25.02,0.34%,"1,415"
AAAAA,2.41%,1.14%,3.16%,15.65%,13.57%,16.08%,-,-,-,0.37%,0.32%,6.13K,0.43,31.05,0.11%,"2,611"
AAAAC,0.12%,0.05%,0.27%,0.47%,0.32%,-,-,-,-,0.01%,0.00%,75.30K,0.00,20.12,0.02%,13
AAAAD,0.33%,-1.27%,-2.27%,-,-2.03%,-,-,-,-,0.04%,0.01%,0.16K,2.68,48.92,0.03%,423
AAAAP,0.04%,0.24%,1.43%,-,1.33%,-,-,-,-,0.23%,0.15%,49.88K,1.11,25.45,-0.08%,"55,609"
AAAAU,1.56%,-5.49%,6.14%,-0.83%,1.10%,16.27%,125.47%,144.43%,-,1.53%,1.39%,1.35M,1.16,43.02,0.44%,"1,574,532"
AAAC,-0.20%,-,-,-,0.90%,-,-,-,-,0.40%,-,63.78K,0.01,10.09,0.10%,566
AAACG,-7.14%,-17.53%,-23.80%,-17.73%,1.23%,-66.67%,-29.82%,-67.21%,63.38%,8.12%,7.50%,223.48K,0.01,0.80,-1.23%,"1,759"
AAACI,0.70%,0.80%,1.40%,-,1.71%,-,-,-,-,0.11%,0.10%,48.01K,0.00,10.12,0.80%,4
AAACO,0.10%,0.20%,1.01%,-,0.50%,-,-,-,-,0.00%,0.04%,20.28K,0.00,10.00,0.00%,3
AAACP,0.10%,0.10%,1.31%,-,1.31%,-,-,-,-,0.02%,0.09%,57.17K,0.01,10.08,0.00%,308
AAADR,0.70%,-0.10%,2.79%,3.97%,-2.58%,-2.37%,69.79%,28.78%,104.88%,0.92%,0.66%,2.74K,0.39,84.03,-0.60%,"1,062"
AAADX,3.60%,-15.37%,-31.01%,-,-38.99%,-,-,-,-,4.59%,6.09%,1.47M,0.87,12.66,-1.78%,"1,273,212"
AAAEQ,2.54%,1.66%,6.22%,18.40%,12.57%,-,-,-,-,0.41%,0.17%,1.16K,1.35,55.53,0.01%,"1,567"
AAAL,6.58%,-1.52%,-15.68%,25.90%,-11.22%,10.38%,5.50%,-33.67%,-61.39%,3.41%,2.95%,95.14M,0.76,13.61,0.29%,"72,408,955"
AAALG,13.24%,-4.86%,-34.64%,33.12%,-39.00%,-14.61%,-,-,-,6.23%,5.13%,34.77K,3.34,10.81,0.19%,"116,092"
AAAME,5.43%,0.74%,-21.84%,-46.03%,-51.94%,-59.16%,-30.26%,-64.21%,-58.79%,5.58%,6.75%,62.83K,0.16,1.36,0.74%,"9,935"
AAAMI,5.05%,-0.43%,25.87%,76.29%,95.53%,88.32%,357.44%,245.62%,576.23%,3.47%,3.23%,458.40K,0.88,91.90,-2.35%,"404,858"
